task_name,pct
"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.0276283950059365
"analyze the probable outcomes of cases, using knowledge of legal precedents.",0.0140709669732836
"analyze training needs to design employee development, language training and health and safety programs.",0.0038001881606678
analyze training needs to develop new training programs or modify and improve existing programs.,0.0072922529569572
"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.0059570517113171
analyze user needs and recommend appropriate hardware.,0.0018487401862708
analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.3365734216894199
analyze user needs to determine technical requirements.,0.0016433246100185
analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,0.0020541557625231
"analyze, estimate, or report production costs.",0.0034920647962893
"analyze, fabricate, or test fiber-optic links.",0.001951447974397
"analyze, interpret, or create graphical representations of energy data, using engineering software.",0.13393095571651
"analyze, interpret, or disseminate system performance data.",0.066349231129498
"announce musical selections, station breaks, commercials, or public service information, and accept requests from listening audience.",0.0031839414319108
answer applicants' questions about benefits and claim procedures.,0.0081139152619664
answer clients' questions about the purposes and details of financial plans and strategies.,0.0724089906289414
"answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.",0.0111951489057512
"answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",0.015611583795176
"answer customer questions related to energy sales procedures, energy markets, or alternative energy sources.",0.0016433246100185
answer customers' questions about merchandise and advise customers on merchandise selection.,0.0045191426775509
"answer customers' questions about products, prices, availability, or credit terms.",0.0459103812923926
"answer customers' questions about products, prices, availability, product uses, and credit terms.",0.0922315937372899
"answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",0.0016433246100185
"answer customers' questions, and provide information on procedures or policies.",0.1537535588248585
"answer inquiries from current or prospective customers regarding methods, materials, or price ranges.",0.0700467115020397
"answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",0.0067787140163264
answer inquiries from the public concerning animal control operations.,0.0050326816181817
"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0022595713387754
"answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",0.0074976685332095
"answer inquiries regarding information such as schedules, accommodations, procedures, and policies.",0.0465266280211495
"answer passengers' questions about flights, aircraft, weather, travel routes and services, arrival times, or schedules.",0.0050326816181817
answer questions about product features and benefits.,0.0118113956345081
answer questions about records or files.,0.0743604386033384
answer questions and provide future tax planning to clients.,0.0073949607450833
"answer questions from passengers concerning train rules, stations, and timetable information.",0.0041083115250463
answer questions from taxpayers and assist them in completing tax forms.,0.0059570517113171
answer questions from the public and media.,0.011092441117625
"answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",0.0111951489057512
"answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",0.0087301619907234
"answer questions regarding mail regulations and procedures, postage rates, and post office boxes.",0.0020541557625231
answer questions regarding the store and its merchandise.,0.050737647334322
"answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed.",0.0028758180675324
answer telephones and direct calls to appropriate staff.,0.0095518242957326
"answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.",0.0129411813038959
"answer telephones, and route calls or deliver messages.",0.0144817981257882
"answer telephones, direct calls, and take messages.",0.0259850703959179
"answer telephones, responding to questions or requests.",0.0093464087194803
answer user inquiries regarding computer software or hardware operation to resolve problems.,0.0148926292782929
"apply analytic methods or tools to understand, predict, or control logistics operations or processes.",0.0016433246100185
"apply caulk, sealants, or other agents to installed surfaces.",0.0021568635506493
"apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",0.0050326816181817
apply finger and hand pressure to specific points of the body.,0.0046218504656771
"apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",0.0534080498256021
"apply meteorological knowledge to issues such as global warming, pollution control, or ozone depletion.",0.003286649220037
"apply modeling or quantitative analysis to forecast events, such as human decisions or behaviors, the structure or processes of organizations, or the attitudes or actions of human groups.",0.003286649220037
"apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells.",0.0085247464144711
"apply relevant laws, regulations, policies, or precedents to reach conclusions.",0.0092437009313542
apply research or simulation results to extend biological theory or recommend new research projects.,0.0021568635506493
apply selected research findings to practice.,0.0063678828638217
"apply standardized mathematical formulas, principles, and methodology to the solution of technological problems involving engineering or physical science.",0.0016433246100185
"apply story development, directing, cinematography, and editing to animation to create storyboards that show the flow of the animation and map out key scenes and characters.",0.0064705906519479
"apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",0.0033893570081632
"appraise property values, assessing income potential when relevant.",0.0094491165076065
"approve, prepare, monitor, and adjust operational budgets.",0.0021568635506493
"arrange and mount typeset material and illustrations into paste-ups for printing reproduction, based on artists' or editors' layouts.",0.0056489283469386
"arrange conference, meeting, or travel reservations for office personnel.",0.0016433246100185
"arrange financing of deals from sources such as financial institutions, agencies, or public or private companies.",0.0021568635506493
arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,0.0095518242957326
arrange for financing of property purchases.,0.0036974803725416
"arrange for special transport of sensitive cargoes, such as livestock, food, or medical supplies.",0.0022595713387754
"arrange tours, taxis, or restaurant reservations for customers.",0.001951447974397
"ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",0.0384127127591831
ask questions that will help clients identify their feelings and behaviors.,0.0164332461001852
"assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",0.0126330579395174
"assemble, maintain, or distribute information for library or record systems.",0.007189545168831
"assemble, operate, or maintain field or laboratory testing, measuring, or mechanical equipment.",0.0033893570081632
"assemble, test, or maintain circuitry or electronic components, according to engineering instructions, technical manuals, or knowledge of electronics, using hand or power tools.",0.0016433246100185
"assemble, typeset, scan and produce digital camera-ready art or film negatives and printer's proofs.",0.0131465968801482
assess cardiac physiology and calculate valve areas from blood flow velocity measurements.,0.0022595713387754
"assess clients' overall financial situation by reviewing income, assets, debts, expenses, credit reports, or other financial information.",0.0057516361350648
"assess cost effectiveness of products, projects or services, tracking actual costs relative to bids as the project develops.",0.0056489283469386
"assess current or future customer needs and priorities through communicating directly with customers, conducting surveys, or other methods.",0.0042110193131724
"assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",0.0022595713387754
"assess electrical components for consumer electronics applications, such as fuel cells for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers.",0.0015406168218923
"assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients.",0.0015406168218923
"assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",0.0250607003027825
assess patients for risk of suicide attempts.,0.0077030841094618
"assess project feasibility by analyzing technology, resource needs, and market demand.",0.003286649220037
assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0283473495228196
assess students' dancing abilities to determine where improvement or change is needed.,0.0024649869150277
"assess the costs and benefits of various activities, policies, or regulations that affect the environment or natural resource stocks.",0.0018487401862708
"assess the identity, strength, or purity of medications.",0.0411858230385893
assess the nature and level of threats so that the scope of the problem can be determined.,0.0080112074738403
assess the usefulness of pre-developed application packages and adapt them to a user environment.,0.0918207625847852
assist clients in obtaining insurance reimbursements.,0.0022595713387754
assist customers by providing information and resolving their complaints.,0.0085247464144711
"assist engineers in the design, configuration, or application of robotic systems.",0.0112978566938773
"assist engineers to design or develop electrochemical devices, such as solid oxide membranes or other products for sustainable applications.",0.0034920647962893
"assist in delivery, care, or feeding of infants.",0.0021568635506493
assist in laying out material for publication.,0.0116059800582558
assist in locating housing for displaced individuals.,0.005238097194434
"assist in planning food budgets, using charts or sample budgets.",0.001951447974397
assist in selection of financial award candidates using electronic databases to certify loan eligibility.,0.013043889092022
assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,0.0023622791269016
"assist in the assessment, acquisition, or deployment of new electronic document management systems.",0.0148926292782929
assist individuals in filling out applications or questionnaires.,0.0017460323981446
"assist nanoscientists, engineers, or technologists in writing process specifications or documentation.",0.0030812336437847
assist patients in organizing their health care system activities.,0.0027731102794062
assist scientists or engineers in the conduct of photonic experiments.,0.0056489283469386
assist students who need extra help with their coursework outside of class.,0.620663163646373
"attend book launches and publicity events, or conduct public readings.",0.0034920647962893
attend investment briefings or consult financial media to stay abreast of relevant investment markets.,0.0018487401862708
attend or make presentations at community events to promote funeral home services or build community relationships.,0.0024649869150277
attend or view productions to maintain knowledge of available actors.,0.0049299738300555
"attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",0.0063678828638217
authenticate and appraise historical documents and archival materials.,0.0040056037369201
"author or publish professional articles, internal documents, and instructional materials.",0.0128384735157697
authorize payment of invoices or return of merchandise.,0.0023622791269016
back up files from web sites to local directories for instant recovery in case of problems.,0.0021568635506493
back up network data.,0.0036974803725416
"bake, roast, broil, and steam meats, fish, vegetables, and other foods.",0.0157142915833021
"become familiar with digging plans, machine capabilities and limitations, and with efficient and safe digging procedures in a given application.",0.0017460323981446
"break systems into their component parts, assign numerical values to each component, and examine the mathematical relationships between them.",0.0993184311179948
broadcast weather reports and warnings.,0.0042110193131724
"build and maintain databases of information about energy alternatives, pollutants, natural environments, industrial processes, and other information related to ecological change.",0.0016433246100185
build and update digital databases.,0.0047245582538032
build or assemble robotic devices or systems.,0.0016433246100185
"build, calibrate, maintain, troubleshoot, or repair electrical instruments or testing equipment.",0.0111951489057512
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",0.0029785258556585
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,0.0251634080909087
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.0025676947031539
"calculate and prepare checks for utilities, taxes, and other payments.",0.0034920647962893
"calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.0220821744471239
"calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.0165359538883114
"calculate costs of orders, and charge or forward invoices to appropriate accounts.",0.0025676947031539
calculate costs or savings for water- or energy-efficient appliances or systems.,0.0043137271012986
"calculate dimensions or tolerances, using instruments such as micrometers or vernier calipers.",0.0281419339465673
"calculate dimensions, square footage, profile and component specifications, and material quantities using calculator or computer.",0.0020541557625231
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.0187955252270869
calculate load estimates or equipment requirements to determine required control settings.,0.0026704024912801
calculate material requirements or yields according to formulas.,0.0018487401862708
"calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",0.0203361420489792
calculate potential energy savings by comparing estimated energy consumption of proposed design to baseline standards.,0.0043137271012986
"calculate potential solar resources or solar array production for a particular site considering issues such as climate, shading, and roof orientation.",0.0024649869150277
"calculate premiums, refunds, commissions, adjustments, and new reserve requirements, using insurance rate standards.",0.001951447974397
